CODE2,CODE1,CODEBASE,A0A4_CNT,A5A9_CNT,A10A14_CNT,A15A19_CNT,A20A24_CNT,A25A29_CNT,A30A34_CNT,A35A39_CNT,A40A44_CNT,A45A49_CNT,A50A54_CNT,A55A59_CNT,A60A64_CNT,A65A69_CNT,A70A74_CNT,A75A79_CNT,A80A84_CNT,A85A89_CNT,A90A94_CNT,A95A99_CNT,A100UP_5_CNT,INFO_TIME
A6429-05,A6429-05-019,A6429-0037-00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y06M
A6429-05,A6429-05-019,A6429-0039-00,0,2,2,2,5,4,2,1,1,5,6,7,2,0,0,1,0,0,0,0,0,107Y06M
A6429-05,A6429-05-019,A6429-0063-00,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107Y06M
A6429-05,A6429-05-023,A6429-0057-00,0,1,2,0,0,2,1,0,1,0,2,1,1,1,0,1,0,0,0,0,0,107Y06M
A6429-05,A6429-05-023,A6429-0073-00,0,0,3,0,3,5,1,1,3,0,4,4,2,0,0,4,0,1,0,0,0,107Y06M
A6429-05,A6429-05-031,A6429-0058-00,8,14,11,27,28,23,14,20,15,27,30,20,12,13,7,4,2,1,0,0,0,107Y06M
A6429-05,A6429-05-031,A6429-0065-00,1,2,3,1,3,4,6,3,1,3,5,3,9,1,3,0,2,3,0,1,0,107Y06M
A6429-05,A6429-05-031,A6429-0081-00,1,0,0,0,2,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,107Y06M
A6429-05,A6429-05-038,A6429-0104-00,5,7,10,7,13,14,8,12,19,15,9,13,24,11,5,7,5,2,2,0,0,107Y06M
A6429-05,A6429-05-038,A6429-0110-00,9,6,11,3,5,10,15,12,11,3,3,11,10,10,2,3,2,0,0,0,0,107Y06M
A6429-05,A6429-05-039,A6429-0107-00,4,2,5,4,10,6,7,4,4,3,8,4,4,3,2,2,0,1,0,0,0,107Y06M
A6429-05,A6429-05-039,A6429-0112-00,4,9,29,19,23,28,17,26,32,25,19,18,17,18,11,5,1,3,1,0,0,107Y06M
A6429-05,A6429-05-042,A6429-0101-00,0,2,0,0,0,0,3,3,2,1,0,3,1,3,0,0,0,0,0,0,0,107Y06M
A6429-05,A6429-05-042,A6429-0102-00,1,1,0,1,1,0,0,1,2,1,1,0,1,0,0,1,1,0,0,0,0,107Y06M
A6429-05,A6429-05-042,A6429-0109-00,0,0,0,1,1,0,2,1,1,5,0,0,1,1,1,0,0,0,0,0,0,107Y06M
A6429-05,A6429-05-042,A6429-0116-00,6,4,7,9,12,8,10,13,20,7,19,12,10,18,6,8,1,0,2,0,0,107Y06M
A6429-05,A6429-05-042,A6429-0140-00,1,1,1,1,0,0,1,5,1,1,0,1,0,3,0,0,0,0,0,0,0,107Y06M
A6429-05,A6429-05-042,A6429-0159-00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107Y06M
A6429-05,A6429-05-042,A6429-0162-00,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,107Y06M
A6429-05,A6429-05-044,A6429-0122-00,1,3,0,2,5,9,4,5,3,3,6,6,7,1,2,1,1,1,0,0,0,107Y06M
A6429-05,A6429-05-044,A6429-0131-00,2,9,15,15,10,13,9,14,19,19,14,9,10,6,7,5,2,2,0,0,0,107Y06M
A6429-06,A6429-06-040,A6429-0113-00,5,6,3,4,8,12,13,13,7,4,10,11,5,4,1,5,0,0,0,0,0,107Y06M
A6429-06,A6429-06-040,A6429-0114-00,18,18,12,18,22,22,22,36,29,21,16,21,28,14,9,4,0,1,2,0,0,107Y06M
A6429-06,A6429-06-041,A6429-0118-00,5,5,6,14,8,10,5,8,14,11,10,5,10,3,4,4,4,0,0,0,0,107Y06M
A6429-06,A6429-06-041,A6429-0119-00,4,1,0,4,4,2,2,11,2,2,4,6,5,5,2,2,3,1,1,0,0,107Y06M
A6429-06,A6429-06-041,A6429-0123-00,2,3,4,1,2,7,8,7,3,2,10,5,4,2,2,2,4,1,0,0,0,107Y06M
A6429-06,A6429-06-041,A6429-0125-00,4,4,3,5,4,6,5,3,11,6,5,3,5,5,4,5,0,0,2,0,0,107Y06M
A6429-06,A6429-06-041,A6429-0130-00,0,1,0,5,5,1,0,0,2,10,7,1,1,2,4,5,0,0,0,0,0,107Y06M
A6429-06,A6429-06-043,A6429-0128-00,4,7,7,8,7,5,11,13,15,11,6,7,11,10,5,2,1,1,0,0,0,107Y06M
A6429-06,A6429-06-043,A6429-0129-00,1,7,7,15,9,8,8,5,12,11,7,8,8,15,7,3,2,2,0,0,0,107Y06M
A6429-06,A6429-06-045,A6429-0120-00,5,2,8,10,7,12,5,14,14,11,5,10,6,7,2,1,0,2,0,0,0,107Y06M
A6429-06,A6429-06-045,A6429-0121-00,5,2,3,2,5,7,5,5,3,2,7,7,4,3,0,2,0,0,0,0,0,107Y06M
A6429-06,A6429-06-045,A6429-0133-00,11,8,11,18,25,15,24,19,26,20,16,18,16,13,7,5,4,1,2,1,0,107Y06M
A6429-06,A6429-06-046,A6429-0124-00,0,0,0,2,4,2,2,2,0,5,3,1,0,0,1,3,0,0,0,0,0,107Y06M
A6429-06,A6429-06-046,A6429-0126-00,7,9,5,6,6,13,10,9,10,8,2,12,7,8,4,3,0,1,0,0,0,107Y06M
A6429-06,A6429-06-046,A6429-0127-00,7,4,11,7,12,8,14,11,20,9,9,10,8,8,8,3,3,2,0,0,0,107Y06M
A6429-06,A6429-06-046,A6429-0135-00,3,1,5,5,7,0,4,6,5,3,6,5,1,5,2,1,1,0,0,0,0,107Y06M
A6429-06,A6429-06-047,A6429-0134-00,3,4,4,1,5,15,8,8,5,7,11,10,8,2,2,2,2,0,0,0,0,107Y06M
A6429-06,A6429-06-047,A6429-0141-00,2,5,8,7,10,9,7,12,14,6,12,11,12,9,4,3,2,0,2,0,0,107Y06M
A6429-06,A6429-06-047,A6429-0148-00,7,3,3,3,5,8,2,6,2,3,2,2,0,3,0,1,0,0,0,0,0,107Y06M
A6429-06,A6429-06-047,A6429-0149-00,4,1,5,6,4,7,3,7,5,8,7,3,2,2,6,0,0,0,1,0,0,107Y06M
A6429-06,A6429-06-047,A6429-0150-00,2,6,0,6,8,5,6,1,6,8,6,6,5,2,2,1,1,0,0,0,0,107Y06M
A6429-06,A6429-06-048,A6429-0137-00,3,4,8,7,8,5,9,16,16,15,7,10,3,13,5,3,0,0,0,0,0,107Y06M
A6429-06,A6429-06-048,A6429-0138-00,6,1,7,6,4,6,15,15,17,6,4,7,17,12,6,3,1,1,0,0,0,107Y06M
A6429-06,A6429-06-048,A6429-0139-00,4,1,8,11,8,7,3,10,10,10,5,1,8,6,2,1,1,1,0,0,0,107Y06M
A6429-06,A6429-06-048,A6429-0146-00,0,1,1,1,2,1,2,2,1,0,2,5,1,2,0,0,2,1,0,0,0,107Y06M
A6429-07,A6429-07-033,A6429-0085-00,5,14,4,6,18,8,7,10,9,14,8,5,4,3,0,2,3,2,0,0,0,107Y06M
A6429-07,A6429-07-033,A6429-0087-00,11,9,11,15,18,16,12,8,19,9,9,9,8,12,6,4,3,0,0,0,0,107Y06M
A6429-07,A6429-07-033,A6429-0092-00,6,7,7,10,6,8,6,7,6,16,10,12,5,12,4,7,4,0,0,0,0,107Y06M
A6429-07,A6429-07-034,A6429-0089-00,5,8,15,11,9,11,8,14,18,15,9,4,3,2,0,1,0,0,0,0,0,107Y06M
A6429-07,A6429-07-034,A6429-0091-00,11,18,17,11,12,12,17,34,17,14,10,12,11,4,1,0,1,0,1,0,0,107Y06M
A6429-07,A6429-07-034,A6429-0095-00,6,3,3,6,10,9,1,6,7,5,7,9,2,6,1,2,1,2,0,0,0,107Y06M
A6429-07,A6429-07-035,A6429-0084-00,1,5,2,1,1,3,1,4,3,2,0,1,0,0,0,0,0,0,0,0,0,107Y06M
A6429-07,A6429-07-035,A6429-0090-00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,107Y06M
A6429-07,A6429-07-035,A6429-0094-00,0,0,0,1,3,1,1,1,1,1,3,2,1,0,0,2,0,0,0,0,0,107Y06M
A6429-07,A6429-07-035,A6429-0098-00,8,6,2,2,2,3,6,7,3,3,5,6,6,5,0,1,0,0,0,0,0,107Y06M
A6429-07,A6429-07-035,A6429-0099-00,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,107Y06M
A6429-07,A6429-07-035,A6429-0100-00,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,107Y06M
A6429-07,A6429-07-037,A6429-0106-00,0,1,0,0,0,3,1,1,0,1,1,2,0,1,1,0,0,0,0,0,0,107Y06M
A6429-07,A6429-07-037,A6429-0108-00,1,2,1,2,2,3,1,1,7,3,4,2,1,2,2,1,0,0,0,0,0,107Y06M
A6429-07,A6429-07-037,A6429-0115-00,0,0,0,2,3,0,0,2,2,3,1,0,0,4,1,1,0,0,0,0,0,107Y06M
A6429-07,A6429-07-049,A6429-0105-00,4,0,0,0,2,6,5,1,0,0,1,7,2,0,0,0,0,0,0,0,0,107Y06M
A6429-07,A6429-07-049,A6429-0111-00,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,107Y06M
A6429-07,A6429-07-049,A6429-0117-00,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,107Y06M
A6429-07,A6429-07-049,A6429-0132-00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107Y06M
A6429-07,A6429-07-049,A6429-0142-00,3,0,0,0,0,1,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,107Y06M
A6429-07,A6429-07-049,A6429-0143-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,107Y06M
A6429-07,A6429-07-049,A6429-0158-00,8,1,5,5,8,4,12,9,11,9,14,5,9,11,9,1,1,1,0,0,0,107Y06M
A6429-07,A6429-07-049,A6429-0168-00,2,2,2,8,4,3,2,2,1,7,7,6,1,1,0,4,1,1,0,0,0,107Y06M
A6429-07,A6429-07-049,A6429-0193-00,3,2,1,5,4,4,3,5,5,9,7,5,5,2,2,7,1,1,0,0,0,107Y06M
A6429-07,A6429-07-055,A6429-0161-00,2,2,1,5,4,3,9,11,13,4,4,3,5,7,3,2,0,0,0,0,0,107Y06M
A6429-07,A6429-07-055,A6429-0165-00,2,6,1,4,5,6,8,6,10,7,5,10,6,10,1,2,2,2,0,0,0,107Y06M
A6429-07,A6429-07-055,A6429-0170-00,3,0,1,4,4,7,7,7,6,6,4,8,6,5,2,0,2,0,0,0,0,107Y06M
A6429-07,A6429-07-055,A6429-0174-00,1,0,1,4,10,1,2,2,5,8,7,9,4,3,3,3,0,2,0,0,0,107Y06M
A6429-07,A6429-07-055,A6429-0175-00,2,0,2,4,0,2,2,4,2,1,1,8,3,1,1,0,0,2,0,0,0,107Y06M
A6429-07,A6429-07-056,A6429-0171-00,13,7,6,12,16,25,23,32,22,14,24,17,21,11,4,7,2,0,0,0,0,107Y06M
A6429-07,A6429-07-058,A6429-0173-00,5,3,4,2,2,0,11,9,17,4,5,4,7,8,1,4,0,1,0,0,0,107Y06M
A6429-07,A6429-07-058,A6429-0176-00,2,3,6,11,14,7,8,12,15,11,14,7,8,9,9,2,3,1,0,1,0,107Y06M
A6429-07,A6429-07-058,A6429-0184-00,11,1,3,12,9,7,12,9,9,11,13,12,6,2,9,7,2,0,1,0,0,107Y06M
A6429-07,A6429-07-061,A6429-0164-00,3,0,0,1,1,0,1,5,4,0,1,0,4,1,0,0,0,0,0,0,0,107Y06M
A6429-07,A6429-07-061,A6429-0196-00,7,5,3,7,4,6,11,11,12,10,11,6,9,10,2,1,0,1,0,0,0,107Y06M
A6429-07,A6429-07-061,A6429-0209-00,3,2,2,2,3,3,11,4,3,6,6,3,7,4,1,1,0,2,0,0,0,107Y06M
A6429-07,A6429-07-061,A6429-0216-00,1,0,0,2,1,4,3,2,2,1,4,3,6,1,0,2,0,0,0,0,0,107Y06M
A6429-07,A6429-07-062,A6429-0188-00,5,5,1,14,13,8,7,15,19,10,9,11,14,9,9,2,3,1,0,0,0,107Y06M
A6429-07,A6429-07-062,A6429-0189-00,0,2,0,3,11,0,6,7,9,7,7,11,7,6,4,1,4,2,1,1,0,107Y06M
A6429-07,A6429-07-062,A6429-0190-00,1,2,1,0,0,0,2,7,2,0,0,0,2,3,2,0,0,0,0,0,0,107Y06M
A6429-07,A6429-07-062,A6429-0194-00,0,0,1,6,1,3,1,5,5,5,2,2,5,1,3,2,1,0,0,0,0,107Y06M
A6429-08,A6429-08-050,A6429-0136-00,6,2,6,8,8,3,5,14,16,11,8,6,1,10,5,2,1,2,0,0,0,107Y06M
A6429-08,A6429-08-050,A6429-0144-00,3,7,9,12,14,7,11,16,22,18,14,11,5,9,3,3,2,1,0,0,0,107Y06M
A6429-08,A6429-08-050,A6429-0145-00,0,1,1,6,7,3,2,8,3,6,4,5,5,3,3,0,0,0,1,0,0,107Y06M
A6429-08,A6429-08-050,A6429-0160-00,0,1,2,0,3,2,1,0,2,1,3,0,1,0,0,0,0,0,0,0,0,107Y06M
A6429-08,A6429-08-051,A6429-0151-00,1,12,5,11,9,6,3,11,8,11,7,5,4,2,7,1,1,0,1,0,0,107Y06M
A6429-08,A6429-08-051,A6429-0153-00,7,1,6,1,4,3,10,10,6,6,5,8,11,10,4,3,2,3,0,1,0,107Y06M
A6429-08,A6429-08-051,A6429-0154-00,10,11,8,17,11,17,22,9,20,13,8,15,15,14,4,4,2,0,0,0,0,107Y06M
A6429-08,A6429-08-052,A6429-0155-00,15,12,20,21,11,15,22,32,21,22,15,17,22,14,9,4,1,2,0,0,0,107Y06M
A6429-08,A6429-08-052,A6429-0157-00,4,12,6,6,11,10,9,12,15,10,7,10,13,12,3,2,1,0,0,0,0,107Y06M
A6429-08,A6429-08-053,A6429-0152-00,4,6,4,10,6,9,14,14,9,7,8,11,11,10,6,2,1,1,0,0,0,107Y06M
A6429-08,A6429-08-053,A6429-0156-00,7,5,9,10,7,11,13,19,29,12,12,11,18,10,11,1,1,7,0,0,0,107Y06M
A6429-08,A6429-08-054,A6429-0163-00,18,5,8,16,24,21,20,26,28,36,30,21,19,6,5,3,2,2,0,0,0,107Y06M
A6429-08,A6429-08-054,A6429-0166-00,0,0,3,5,3,5,0,2,5,6,3,3,3,1,0,0,1,0,0,0,0,107Y06M
A6429-08,A6429-08-057,A6429-0167-00,2,0,0,0,4,3,1,11,9,2,3,3,3,5,2,0,0,0,0,0,0,107Y06M
A6429-08,A6429-08-057,A6429-0172-00,0,0,0,4,0,5,2,4,0,1,5,3,4,2,1,1,0,0,0,0,0,107Y06M
A6429-08,A6429-08-057,A6429-0180-00,2,1,0,0,3,4,3,1,4,2,0,3,5,4,0,0,2,0,0,0,0,107Y06M
A6429-08,A6429-08-057,A6429-0185-00,2,0,0,1,4,6,2,2,1,2,6,4,1,2,0,2,0,0,0,0,0,107Y06M
A6429-08,A6429-08-057,A6429-0187-00,8,2,4,12,12,12,7,5,9,12,14,21,10,4,5,6,1,0,0,0,0,107Y06M
A6429-08,A6429-08-059,A6429-0169-00,2,1,3,10,7,6,4,1,3,19,13,2,2,0,2,2,1,1,0,0,0,107Y06M
A6429-08,A6429-08-059,A6429-0177-00,5,2,4,10,6,7,3,6,7,14,10,7,1,3,5,1,1,0,0,0,0,107Y06M
A6429-08,A6429-08-059,A6429-0179-00,2,1,0,8,3,1,4,4,3,8,2,3,4,2,1,2,0,2,0,0,0,107Y06M
A6429-08,A6429-08-059,A6429-0182-00,1,3,0,0,0,3,1,3,1,1,2,2,4,1,0,0,1,0,0,0,0,107Y06M
A6429-08,A6429-08-059,A6429-0183-00,8,5,8,10,21,10,8,17,21,30,23,16,13,5,2,2,0,0,0,0,0,107Y06M
A6429-09,A6429-09-063,A6429-0191-00,0,0,1,3,2,2,0,3,6,3,5,3,2,4,1,1,0,0,0,0,0,107Y06M
A6429-09,A6429-09-063,A6429-0197-00,9,6,4,17,17,18,17,21,23,24,21,25,22,10,6,5,5,1,1,0,0,107Y06M
A6429-09,A6429-09-067,A6429-0201-00,12,6,3,13,14,20,19,29,17,27,25,33,13,18,5,11,6,1,0,0,0,107Y06M
A6429-09,A6429-09-068,A6429-0205-00,7,4,7,20,18,13,12,15,33,22,16,10,17,15,7,7,3,1,0,0,0,107Y06M
A6429-09,A6429-09-069,A6429-0206-00,20,4,9,16,20,22,31,31,34,16,26,30,28,17,9,5,2,0,0,0,0,107Y06M
A6429-09,A6429-09-069,A6429-0214-00,0,1,0,2,1,2,5,1,2,2,3,5,2,0,1,0,2,0,0,0,0,107Y06M
A6429-09,A6429-09-070,A6429-0208-00,14,13,16,14,17,16,30,30,37,24,22,23,29,15,13,5,5,1,0,0,0,107Y06M
A6429-09,A6429-09-071,A6429-0203-00,0,0,0,1,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,107Y06M
A6429-09,A6429-09-071,A6429-0224-00,3,1,6,23,17,19,9,13,20,25,18,11,6,8,6,3,2,2,0,0,0,107Y06M
A6429-09,A6429-09-071,A6429-0225-00,18,0,10,15,17,17,27,22,23,21,18,16,9,8,4,0,4,0,0,0,0,107Y06M
A6429-09,A6429-09-072,A6429-0204-00,3,3,1,8,6,7,4,5,11,9,6,10,7,6,4,4,3,0,0,0,0,107Y06M
A6429-09,A6429-09-072,A6429-0210-00,5,3,0,6,7,6,8,13,8,6,9,8,8,7,3,2,2,0,0,0,0,107Y06M
A6429-09,A6429-09-072,A6429-0213-00,1,0,1,4,5,3,1,1,5,6,2,8,9,3,1,1,0,1,0,0,0,107Y06M
A6429-09,A6429-09-072,A6429-0219-00,2,0,4,4,9,11,0,3,9,4,10,5,9,6,2,1,1,0,0,0,0,107Y06M
A6429-09,A6429-09-072,A6429-0220-00,2,1,1,5,8,11,7,3,5,2,6,12,2,2,0,1,1,0,0,0,0,107Y06M
A6429-09,A6429-09-073,A6429-0217-00,7,8,13,13,26,24,20,28,16,24,28,22,14,22,6,10,2,2,0,0,0,107Y06M
A6429-09,A6429-09-073,A6429-0218-00,7,0,5,6,11,4,8,11,13,9,10,14,10,12,5,8,4,0,0,0,0,107Y06M
A6429-10,A6429-10-074,A6429-0222-00,8,6,9,10,12,23,23,24,26,17,27,26,31,18,13,9,3,7,0,0,0,107Y06M
A6429-10,A6429-10-075,A6429-0221-00,8,2,4,4,15,30,25,24,22,17,24,20,15,10,4,3,0,0,0,0,0,107Y06M
A6429-10,A6429-10-075,A6429-0230-00,0,2,6,5,4,8,7,6,7,11,6,7,14,7,3,7,1,1,2,0,0,107Y06M
A6429-10,A6429-10-076,A6429-0223-00,2,0,1,6,1,3,0,4,5,4,2,0,1,2,2,1,0,0,0,0,0,107Y06M
A6429-10,A6429-10-076,A6429-0227-00,2,3,3,1,4,3,2,1,3,12,7,5,3,0,4,1,2,2,0,0,0,107Y06M
A6429-10,A6429-10-076,A6429-0228-00,1,1,1,2,4,3,3,6,8,10,8,6,11,8,3,5,2,0,1,0,0,107Y06M
A6429-10,A6429-10-076,A6429-0234-00,6,1,5,2,5,2,4,8,9,5,4,2,5,4,1,0,0,0,0,0,0,107Y06M
A6429-10,A6429-10-077,A6429-0229-00,19,8,4,16,14,12,31,39,28,23,21,28,25,10,8,9,5,1,0,0,0,107Y06M
A6429-10,A6429-10-077,A6429-0247-00,6,0,0,2,1,1,2,5,4,3,2,4,5,4,0,1,0,0,0,0,0,107Y06M
A6429-10,A6429-10-078,A6429-0226-00,9,5,6,7,6,8,9,13,18,8,11,15,13,13,4,1,0,2,0,0,0,107Y06M
A6429-10,A6429-10-078,A6429-0235-00,5,3,5,11,14,6,15,11,11,19,10,8,6,11,7,1,0,1,0,0,0,107Y06M
A6429-10,A6429-10-081,A6429-0236-00,4,2,2,8,7,12,12,15,9,17,4,13,8,9,1,7,0,1,0,0,0,107Y06M
A6429-10,A6429-10-081,A6429-0237-00,6,3,2,8,9,4,12,9,7,10,16,7,10,2,2,5,3,2,0,0,0,107Y06M
A6429-10,A6429-10-081,A6429-0240-00,4,1,6,4,3,9,12,9,5,9,12,10,9,7,1,2,2,3,1,0,0,107Y06M
A6429-10,A6429-10-082,A6429-0241-00,24,13,12,15,32,29,29,29,31,32,27,27,14,13,8,7,1,3,1,0,0,107Y06M
A6429-10,A6429-10-085,A6429-0244-00,5,2,2,7,14,8,5,9,9,16,10,9,7,7,3,2,2,1,0,0,0,107Y06M
A6429-10,A6429-10-085,A6429-0249-00,4,1,4,6,10,9,11,8,4,12,13,12,13,7,2,0,3,0,0,0,0,107Y06M
A6429-10,A6429-10-085,A6429-0253-00,6,7,5,8,5,11,6,11,8,11,6,8,9,5,4,3,0,0,0,0,0,107Y06M
A6429-11,A6429-11-079,A6429-0231-00,8,4,2,8,7,11,4,10,13,7,10,9,6,5,6,1,1,0,0,0,0,107Y06M
A6429-11,A6429-11-079,A6429-0232-00,2,3,1,6,3,4,8,6,6,9,6,5,5,3,3,4,1,1,0,0,0,107Y06M
A6429-11,A6429-11-079,A6429-0239-00,0,3,3,7,3,6,5,3,5,6,7,8,9,3,1,1,2,1,0,0,0,107Y06M
A6429-11,A6429-11-079,A6429-0245-00,2,1,0,1,7,6,9,2,7,7,9,9,4,1,1,1,0,0,0,0,0,107Y06M
A6429-11,A6429-11-079,A6429-0246-00,1,0,1,2,4,3,0,1,3,1,6,1,1,1,0,2,0,0,0,0,0,107Y06M
A6429-11,A6429-11-086,A6429-0248-00,12,4,7,8,10,13,12,19,16,9,17,14,13,7,5,3,2,1,2,0,0,107Y06M
A6429-11,A6429-11-086,A6429-0250-00,8,3,6,24,21,13,20,17,22,18,17,15,20,13,9,3,2,3,1,0,0,107Y06M
A6429-11,A6429-11-087,A6429-0251-00,11,5,7,10,19,15,12,18,25,21,19,22,21,20,9,7,5,1,1,0,0,107Y06M
A6429-11,A6429-11-087,A6429-0254-00,1,4,3,4,11,1,2,7,12,10,1,4,7,9,2,1,0,2,0,0,0,107Y06M
A6429-11,A6429-11-088,A6429-0252-00,3,3,2,2,2,5,10,11,9,8,5,9,6,9,2,1,0,2,1,0,0,107Y06M
A6429-11,A6429-11-088,A6429-0259-00,6,5,6,5,9,6,11,13,14,18,19,8,9,7,9,8,2,2,0,0,0,107Y06M
A6429-11,A6429-11-089,A6429-0255-00,1,3,3,11,8,4,6,8,4,12,6,7,11,2,8,4,2,2,0,0,0,107Y06M
A6429-11,A6429-11-089,A6429-0256-00,7,11,2,11,15,14,12,18,15,17,15,11,18,4,5,4,3,0,0,0,0,107Y06M
A6429-11,A6429-11-091,A6429-0261-00,12,6,4,12,14,12,17,36,31,15,16,12,20,14,9,6,2,0,1,0,0,107Y06M
A6429-11,A6429-11-092,A6429-0262-00,17,10,10,18,15,27,31,28,35,27,27,26,25,21,11,9,9,2,1,0,0,107Y06M
A6429-11,A6429-11-093,A6429-0260-00,0,8,3,5,0,4,4,6,12,7,4,5,4,2,6,5,1,0,0,0,0,107Y06M
A6429-11,A6429-11-093,A6429-0263-00,2,0,6,10,11,9,4,15,18,14,7,8,12,15,11,3,1,0,0,0,0,107Y06M
A6429-11,A6429-11-093,A6429-0265-00,2,1,3,5,3,4,3,12,10,13,5,20,8,12,3,3,1,0,1,0,0,107Y06M
A6429-11,A6429-11-094,A6429-0264-00,9,0,5,10,13,16,15,19,16,14,16,11,16,6,1,7,6,0,0,0,0,107Y06M
A6429-11,A6429-11-094,A6429-0269-00,8,2,1,1,2,9,14,6,7,2,3,15,8,3,0,2,2,0,0,0,0,107Y06M
A6429-12,A6429-12-060,A6429-0178-00,1,2,2,4,8,8,8,3,4,4,5,10,8,3,3,1,0,1,0,0,0,107Y06M
A6429-12,A6429-12-060,A6429-0181-00,8,5,9,25,26,21,20,13,19,24,32,19,18,4,5,1,0,0,0,0,0,107Y06M
A6429-12,A6429-12-060,A6429-0186-00,11,6,3,14,14,14,5,13,18,23,25,9,11,6,5,0,0,0,0,0,0,107Y06M
A6429-12,A6429-12-064,A6429-0195-00,8,7,8,25,30,22,23,21,26,47,37,19,19,14,12,5,5,1,0,0,0,107Y06M
A6429-12,A6429-12-065,A6429-0198-00,1,1,3,0,0,3,3,4,2,2,3,6,2,2,1,5,1,0,0,0,0,107Y06M
A6429-12,A6429-12-065,A6429-0199-00,11,8,9,13,23,10,23,18,28,19,20,20,16,19,12,4,6,2,0,0,0,107Y06M
A6429-12,A6429-12-065,A6429-0202-00,6,1,2,7,8,4,12,11,8,7,7,10,8,5,3,1,2,0,1,0,0,107Y06M
A6429-12,A6429-12-066,A6429-0200-00,0,0,1,2,0,4,3,1,4,4,4,2,2,1,0,2,0,0,0,0,0,107Y06M
A6429-12,A6429-12-066,A6429-0207-00,10,5,3,10,14,4,15,17,19,13,13,6,15,11,6,0,0,0,0,0,0,107Y06M
A6429-12,A6429-12-066,A6429-0212-00,2,0,1,2,15,9,5,8,6,6,12,7,6,7,5,2,1,0,0,0,0,107Y06M
A6429-12,A6429-12-066,A6429-0215-00,6,1,4,10,8,15,9,10,10,11,9,9,5,7,4,2,1,1,0,0,0,107Y06M
A6429-12,A6429-12-083,A6429-0242-00,18,6,14,14,15,18,20,29,38,27,26,17,23,24,11,13,4,1,1,0,0,107Y06M
A6429-12,A6429-12-084,A6429-0211-00,4,1,3,7,8,13,9,6,15,6,16,11,11,5,3,2,1,3,0,0,0,107Y06M
A6429-12,A6429-12-084,A6429-0233-00,3,2,0,3,4,1,2,7,3,6,3,2,5,5,1,0,0,0,0,0,0,107Y06M
A6429-12,A6429-12-084,A6429-0243-00,10,2,2,8,13,18,11,17,21,18,14,13,10,16,8,10,3,1,0,0,0,107Y06M
A6429-12,A6429-12-095,A6429-0257-00,5,1,5,4,2,3,5,10,4,5,2,4,8,4,2,0,1,1,0,0,0,107Y06M
A6429-12,A6429-12-095,A6429-0266-00,3,4,4,2,14,4,6,7,8,14,14,6,8,7,4,3,1,0,0,0,0,107Y06M
A6429-12,A6429-12-095,A6429-0267-00,4,0,2,5,4,12,9,4,4,11,10,7,5,2,0,1,2,0,1,0,0,107Y06M
A6429-12,A6429-12-101,A6429-0275-00,17,7,16,21,21,25,23,33,25,20,25,20,31,17,7,4,3,0,0,0,0,107Y06M
A6429-12,A6429-12-101,A6429-0292-00,5,3,0,3,5,9,12,11,7,4,6,9,15,10,4,0,0,0,0,0,0,107Y06M
A6429-12,A6429-12-112,A6429-0282-00,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,107Y06M
A6429-12,A6429-12-112,A6429-0287-00,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,107Y06M
A6429-12,A6429-12-112,A6429-0301-00,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,107Y06M
A6429-14,A6429-14-104,A6429-0290-00,0,2,0,0,0,1,1,1,1,1,0,1,3,0,1,1,0,0,0,0,0,107Y06M
A6429-15,A6429-15-096,A6429-0270-00,2,2,7,12,7,7,5,12,13,5,5,6,5,10,7,4,0,1,0,0,0,107Y06M
A6429-15,A6429-15-097,A6429-0268-00,0,3,1,4,1,3,3,5,2,5,5,1,3,1,1,2,1,0,0,0,0,107Y06M
A6429-15,A6429-15-097,A6429-0273-00,17,2,10,15,17,19,27,18,19,20,33,25,21,12,6,6,5,2,0,0,0,107Y06M
A6429-15,A6429-15-099,A6429-0272-00,3,5,4,9,6,9,8,7,15,12,10,11,10,8,1,4,1,1,1,0,0,107Y06M
A6429-15,A6429-15-099,A6429-0274-00,1,0,0,7,8,7,3,4,7,9,10,10,3,2,5,4,3,1,0,0,0,107Y06M
