CODE2,CODE1,CODEBASE,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
二級發布區代碼,一級發布區代碼,最小統計區代碼,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間
Feb-50,A6419-10-031,A6419-0064-00,242.86,3,569.44,14.29,4.76,9.52,200,107Y12M
Feb-50,A6419-10-031,A6419-0074-00,112.12,2.5,539.52,22.81,8.77,14.04,160,107Y12M
Feb-50,A6419-10-031,A6419-0088-00,150,1.25,100.71,0,0,0,0,107Y12M
Feb-50,A6419-10-031,A6419-0089-00,116.67,1.86,182.23,18.18,9.09,9.09,100,107Y12M
Feb-50,A6419-10-031,A6419-0101-00,66.67,2.5,250.89,31.58,5.26,26.32,500,107Y12M
Feb-50,A6419-10-031,A6419-0117-00,130.77,2.5,600.57,25,12.5,12.5,100,107Y12M
Feb-50,A6419-10-031,A6419-0119-00,100,2.77,258.25,71.43,33.33,38.1,114.29,107Y12M
Feb-50,A6419-10-031,A6419-0124-00,112.82,3.19,2273.12,41.88,18.8,23.08,122.73,107Y12M
Feb-50,A6419-10-031,A6419-0129-00,100,2.67,79.98,60,0,60,0,107Y12M
Feb-50,A6419-10-031,A6419-0136-00,100,3.5,175.75,40,30,10,33.33,107Y12M
Feb-50,A6419-10-031,A6419-0141-00,125,3,89.23,0,0,0,0,107Y12M
Feb-50,A6419-10-031,A6419-0146-00,100,2.67,179.84,6.67,6.67,0,0,107Y12M
Feb-50,A6419-10-031,A6419-0156-00,200,1,52.39,0,0,0,0,107Y12M
Feb-50,A6419-10-031,A6419-0159-00,0,1,5.97,0,0,0,0,107Y12M
Feb-50,A6419-10-061,A6419-0177-00,100,3.28,246.48,32.26,24.19,8.06,33.33,107Y12M
Feb-50,A6419-10-061,A6419-0184-00,60,2,100.75,14.29,14.29,0,0,107Y12M
Feb-50,A6419-10-061,A6419-0198-00,126.79,4.23,13284.04,64.94,42.86,22.08,51.52,107Y12M
Feb-50,A6419-10-061,A6419-0201-00,133.33,2.33,1031.79,94.44,22.22,72.22,325,107Y12M
Feb-50,A6419-10-061,A6419-0239-00,126.67,3.4,66.62,21.43,17.86,3.57,20,107Y12M
Feb-50,A6419-10-065,A6419-0231-00,120.47,3.04,10423.37,33.22,14.49,18.73,129.27,107Y12M
Feb-50,A6419-10-067,A6419-0182-00,117.39,2.08,283.2,47.06,17.65,29.41,166.67,107Y12M
Feb-50,A6419-10-067,A6419-0219-00,107.69,3.47,1645.72,51.88,25,26.88,107.5,107Y12M
Feb-50,A6419-10-067,A6419-0298-00,200,3,18.34,0,0,0,0,107Y12M
Feb-50,A6419-10-067,A6419-0312-00,105.56,3.36,320.03,54.17,27.08,27.08,100,107Y12M
Feb-50,A6419-10-094,A6419-0283-00,86.01,3.09,7819.24,42.25,33.16,9.09,27.42,107Y12M
Feb-50,A6419-10-094,A6419-0325-00,93.62,4.14,4817.33,40,32.31,7.69,23.81,107Y12M
Feb-50,A6419-10-117,A6419-0350-00,105.96,2.67,9893.27,29.02,21.55,7.47,34.67,107Y12M
Feb-50,A6419-10-147,A6419-0370-00,83.78,2.43,15958.96,28.3,18.87,9.43,50,107Y12M
Feb-50,A6419-10-147,A6419-0399-00,100,6,114.34,50,50,0,0,107Y12M
Feb-50,A6419-10-147,A6419-0402-00,92.45,2.83,5325.4,30.77,20.51,10.26,50,107Y12M
Feb-50,A6419-10-147,A6419-0432-00,100,3.17,20195.6,30,19,11,57.89,107Y12M
Feb-50,A6419-10-147,A6419-0458-00,150,5,71.21,66.67,66.67,0,0,107Y12M
Feb-50,A6419-10-185,A6419-0355-00,66.67,5,241.72,0,0,0,0,107Y12M
Feb-50,A6419-10-185,A6419-0373-00,0,1,9.07,0,0,0,0,107Y12M
Feb-50,A6419-10-185,A6419-0436-00,83.33,3.67,294.63,22.22,22.22,0,0,107Y12M
Feb-50,A6419-10-185,A6419-0455-00,20,3,30.23,200,100,100,100,107Y12M
Feb-50,A6419-10-185,A6419-0500-00,200,2.4,80.85,20,20,0,0,107Y12M
Feb-50,A6419-10-185,A6419-0606-00,111.86,2.78,1706.81,23.76,13.86,9.9,71.43,107Y12M
Feb-50,A6419-10-185,A6419-0665-00,68.42,2.46,315.73,14.29,0,14.29,0,107Y12M
Feb-50,A6419-10-185,A6419-0689-00,200,2,93.95,50,0,50,0,107Y12M
Feb-50,A6419-10-185,A6419-0700-00,100,3.33,67.16,11.11,11.11,0,0,107Y12M
Feb-50,A6419-10-186,A6419-0526-00,75,1.75,126.84,27.27,0,27.27,0,107Y12M
Feb-50,A6419-10-186,A6419-0577-00,97.96,2.85,15497.19,37.59,14.18,23.4,165,107Y12M
Feb-50,A6419-10-186,A6419-0586-00,95.83,2.61,4070.25,54.1,22.95,31.15,135.71,107Y12M
Mar-50,A6419-11-053,A6419-0194-00,90.74,2.65,74371.05,32.9,20.43,12.47,61.05,107Y12M
Mar-50,A6419-11-056,A6419-0202-00,126.92,3.28,30383.24,37.21,17.44,19.77,113.33,107Y12M
Mar-50,A6419-11-056,A6419-0205-00,87.14,2.99,41420.18,37.89,32.89,5,15.2,107Y12M
Mar-50,A6419-11-058,A6419-0206-00,96.67,2.95,33422.76,53.91,27.83,26.09,93.75,107Y12M
Mar-50,A6419-11-058,A6419-0211-00,115.79,3.28,12270.87,67.35,44.9,22.45,50,107Y12M
Mar-50,A6419-11-058,A6419-0216-00,98,3.54,41894.58,50,31.82,18.18,57.14,107Y12M
Mar-50,A6419-11-059,A6419-0204-00,170.83,3.61,22750.03,47.73,30.68,17.05,55.56,107Y12M
Mar-50,A6419-11-059,A6419-0212-00,123.53,3.8,3192.79,18.75,3.13,15.63,500,107Y12M
Mar-50,A6419-11-059,A6419-0222-00,120.37,3.31,9969.76,43.37,34.94,8.43,24.14,107Y12M
Mar-50,A6419-11-063,A6419-0224-00,75.38,2.89,31667.63,44.3,17.72,26.58,150,107Y12M
Mar-50,A6419-11-063,A6419-0232-00,84.44,3.95,29968.63,31.75,25.4,6.35,25,107Y12M
Mar-50,A6419-11-063,A6419-0235-00,112,3.53,28633.47,38.26,26.96,11.3,41.94,107Y12M
Mar-50,A6419-11-064,A6419-0225-00,127.63,3.2,33817.36,38.4,25.6,12.8,50,107Y12M
Mar-50,A6419-11-064,A6419-0226-00,95.65,3.21,32627.13,28.57,20.95,7.62,36.36,107Y12M
Mar-50,A6419-11-064,A6419-0237-00,88.52,3.48,10619.03,38.55,36.14,2.41,6.67,107Y12M
Mar-50,A6419-11-069,A6419-0238-00,97.22,3.64,16207.4,37.86,33.01,4.85,14.71,107Y12M
Mar-50,A6419-11-069,A6419-0244-00,93.98,3.19,29994.3,36.44,32.63,3.81,11.69,107Y12M
Apr-50,A6419-12-055,A6419-0200-00,98.9,2.7,8601.1,35.07,29.1,5.97,20.51,107Y12M
Apr-50,A6419-12-055,A6419-0210-00,105.88,2.8,14870.23,32.08,17.92,14.15,78.95,107Y12M
Apr-50,A6419-12-055,A6419-0213-00,82.76,3.31,8126.74,32.5,27.5,5,18.18,107Y12M
Apr-50,A6419-12-057,A6419-0208-00,100,3.23,13577.19,37.31,17.16,20.15,117.39,107Y12M
Apr-50,A6419-12-060,A6419-0215-00,101.59,2.59,7751.87,41.11,12.22,28.89,236.36,107Y12M
Apr-50,A6419-12-060,A6419-0218-00,119.51,2.9,13515.38,40.63,15.63,25,160,107Y12M
Apr-50,A6419-12-060,A6419-0234-00,118.18,3.2,6564.79,71.43,25,46.43,185.71,107Y12M
Apr-50,A6419-12-062,A6419-0223-00,94.34,2.71,17374.8,21.18,21.18,0,0,107Y12M
Apr-50,A6419-12-062,A6419-0230-00,110.68,3.39,29499.26,28.4,15.38,13.02,84.62,107Y12M
Apr-50,A6419-12-062,A6419-0233-00,70.37,2.42,8560.72,58.62,13.79,44.83,325,107Y12M
Apr-50,A6419-12-066,A6419-0228-00,102.27,3.36,11519.24,33.83,22.56,11.28,50,107Y12M
Apr-50,A6419-12-066,A6419-0242-00,96.43,2.93,33808.77,38.36,20.75,17.61,84.85,107Y12M
Apr-50,A6419-12-070,A6419-0246-00,96.43,2.93,5691.04,45.5,29.1,16.4,56.36,107Y12M
Apr-50,A6419-12-072,A6419-0236-00,93.75,3.44,29908.15,45.31,29.69,15.63,52.63,107Y12M
Apr-50,A6419-12-072,A6419-0240-00,68.42,2.91,1821.52,60,35,25,71.43,107Y12M
Apr-50,A6419-12-072,A6419-0241-00,79.75,3.23,23892.21,35.24,20.95,14.29,68.18,107Y12M
Apr-50,A6419-12-072,A6419-0259-00,83.13,3.3,7139.61,46.15,45.19,0.96,2.13,107Y12M
Apr-50,A6419-12-077,A6419-0255-00,85.32,3.01,12664.12,32.29,22.38,9.92,44.3,107Y12M
Apr-50,A6419-12-083,A6419-0272-00,87.1,2.99,33082.53,39.04,31.51,7.53,23.91,107Y12M
A6419-14,A6419-14-071,A6419-0249-00,97.5,2.96,42929.7,29.51,23.5,6.01,25.58,107Y12M
A6419-14,A6419-14-080,A6419-0251-00,101.25,3.16,17681.08,43.75,33.04,10.71,32.43,107Y12M
A6419-14,A6419-14-080,A6419-0268-00,89.09,3.06,13235.64,42.47,34.25,8.22,24,107Y12M
A6419-14,A6419-14-080,A6419-0271-00,77.17,3.47,17386.64,33.61,29.51,4.1,13.89,107Y12M
A6419-14,A6419-14-081,A6419-0262-00,84.72,3.11,52537.53,36.76,28.79,7.97,27.68,107Y12M
A6419-14,A6419-14-082,A6419-0263-00,93.75,3.01,25245.36,45.64,32.89,12.75,38.78,107Y12M
A6419-14,A6419-14-082,A6419-0264-00,109.09,3.19,17416.73,47.44,26.92,20.51,76.19,107Y12M
A6419-14,A6419-14-082,A6419-0267-00,121.05,3.5,5917.76,27.27,12.12,15.15,125,107Y12M
A6419-14,A6419-14-090,A6419-0285-00,121.43,2.95,6762.23,55,27.5,27.5,100,107Y12M
A6419-14,A6419-14-090,A6419-0286-00,89.33,3.19,21479.91,26.79,17.41,9.38,53.85,107Y12M
A6419-14,A6419-14-092,A6419-0281-00,94.34,3.55,21590.74,49.28,40.58,8.7,21.43,107Y12M
A6419-14,A6419-14-092,A6419-0294-00,99.23,3.45,27250.27,34.9,22.4,12.5,55.81,107Y12M
A6419-14,A6419-14-092,A6419-0296-00,113.21,2.83,21919.19,36.14,15.66,20.48,130.77,107Y12M
A6419-14,A6419-14-095,A6419-0301-00,88.66,3.59,16540.76,28.87,11.97,16.9,141.18,107Y12M
A6419-14,A6419-14-095,A6419-0308-00,76.92,3.14,41778.84,39.39,29.29,10.1,34.48,107Y12M
A6419-14,A6419-14-103,A6419-0313-00,112.79,2.65,25275.21,30.71,20,10.71,53.57,107Y12M
A6419-14,A6419-14-103,A6419-0334-00,77.86,2.86,55719.76,31.05,23.68,7.37,31.11,107Y12M
A6419-15,A6419-15-074,A6419-0245-00,113.7,3,21905.63,35.65,20.87,14.78,70.83,107Y12M
A6419-15,A6419-15-074,A6419-0250-00,118.18,2.5,10299.39,21.21,8.08,13.13,162.5,107Y12M
A6419-15,A6419-15-074,A6419-0260-00,108.33,2.34,18036.94,22.95,14.75,8.2,55.56,107Y12M
A6419-15,A6419-15-075,A6419-0253-00,120.37,2.67,15422.87,25.26,17.89,7.37,41.18,107Y12M
A6419-15,A6419-15-084,A6419-0265-00,93.13,3.09,15378.56,45.75,41.98,3.77,8.99,107Y12M
A6419-15,A6419-15-084,A6419-0282-00,72.48,3.29,14365.92,38.17,32.8,5.38,16.39,107Y12M
A6419-15,A6419-15-086,A6419-0261-00,95.92,3.1,12447.36,35.21,11.27,23.94,212.5,107Y12M
A6419-15,A6419-15-086,A6419-0287-00,80.26,2.5,33680.67,24.89,15.02,9.87,65.67,107Y12M
A6419-15,A6419-15-088,A6419-0266-00,114.06,2.98,30693.7,33.01,17.48,15.53,88.89,107Y12M
A6419-15,A6419-15-088,A6419-0270-00,275,2.5,13305.65,87.5,25,62.5,250,107Y12M
A6419-15,A6419-15-088,A6419-0274-00,84,3.68,25195.75,29.58,12.68,16.9,133.33,107Y12M
A6419-15,A6419-15-088,A6419-0276-00,109.68,2.5,22418.16,30,12,18,150,107Y12M
A6419-15,A6419-15-088,A6419-0280-00,100,2.47,16981.36,50,28.57,21.43,75,107Y12M
A6419-15,A6419-15-088,A6419-0290-00,136.36,2.36,4396.18,52.94,11.76,41.18,350,107Y12M
A6419-15,A6419-15-096,A6419-0306-00,104.49,3.08,28301.51,29.08,20.57,8.51,41.38,107Y12M
A6419-15,A6419-15-096,A6419-0311-00,95.58,3.11,42960.84,34.76,31.1,3.66,11.76,107Y12M
A6419-15,A6419-15-101,A6419-0292-00,87.27,3.22,4267.51,49.28,40.58,8.7,21.43,107Y12M
A6419-15,A6419-15-101,A6419-0322-00,94.92,3.71,21260.36,36.9,27.38,9.52,34.78,107Y12M
A6419-15,A6419-15-101,A6419-0341-00,84.55,3.17,13053.76,39.04,26.03,13.01,50,107Y12M
A6419-15,A6419-15-109,A6419-0303-00,83.33,3.14,18840.58,41.03,34.62,6.41,18.52,107Y12M
A6419-15,A6419-15-109,A6419-0316-00,92.16,3.06,13402.36,34.25,31.51,2.74,8.7,107Y12M
A6419-15,A6419-15-109,A6419-0329-00,86.21,2.96,4496.49,45.95,23.65,22.3,94.29,107Y12M
A6419-15,A6419-15-109,A6419-0354-00,95.45,2.26,13655.5,79.17,45.83,33.33,72.73,107Y12M
A6419-15,A6419-15-109,A6419-0358-00,93.1,2.8,7843.23,45.45,25.97,19.48,75,107Y12M
A6419-15,A6419-15-109,A6419-0364-00,116.67,3.25,9391.33,50,46.15,3.85,8.33,107Y12M
A6419-16,A6419-16-085,A6419-0273-00,76.6,3.19,9400.63,33.87,20.16,13.71,68,107Y12M
A6419-16,A6419-16-089,A6419-0275-00,62.5,2.17,980.37,44.44,0,44.44,0,107Y12M
A6419-16,A6419-16-089,A6419-0279-00,33.33,2,1032.89,300,200,100,50,107Y12M
A6419-16,A6419-16-089,A6419-0288-00,64.71,2.95,38665.23,30.23,20.93,9.3,44.44,107Y12M
A6419-16,A6419-16-089,A6419-0293-00,100,3.08,25191.26,55.84,36.36,19.48,53.57,107Y12M
A6419-16,A6419-16-089,A6419-0300-00,89.47,2.77,21339.21,89.47,47.37,42.11,88.89,107Y12M
A6419-16,A6419-16-089,A6419-0307-00,90.24,3.12,23963.47,65.96,34.04,31.91,93.75,107Y12M
A6419-16,A6419-16-091,A6419-0277-00,123.81,2.47,8531,51.61,35.48,16.13,45.45,107Y12M
A6419-16,A6419-16-091,A6419-0284-00,96.97,3.02,13225.91,62.5,36.25,26.25,72.41,107Y12M
A6419-16,A6419-16-091,A6419-0289-00,82.86,2.67,4445.64,60,32.5,27.5,84.62,107Y12M
A6419-16,A6419-16-091,A6419-0309-00,116.39,2.4,9999.81,38.95,24.21,14.74,60.87,107Y12M
A6419-16,A6419-16-098,A6419-0310-00,97.58,2.72,21508.18,26.94,15.54,11.4,73.33,107Y12M
A6419-16,A6419-16-099,A6419-0302-00,102.13,2.97,14556.51,61.02,40.68,20.34,50,107Y12M
A6419-16,A6419-16-099,A6419-0314-00,106.45,2.78,27739.06,56.1,26.83,29.27,109.09,107Y12M
A6419-16,A6419-16-099,A6419-0315-00,103.47,2.93,17753.24,57.53,37.1,20.43,55.07,107Y12M
A6419-16,A6419-16-099,A6419-0320-00,83.33,2.2,18637.65,83.33,8.33,75,900,107Y12M
A6419-16,A6419-16-099,A6419-0321-00,90.91,2.47,13313.78,50,21.43,28.57,133.33,107Y12M
A6419-16,A6419-16-104,A6419-0324-00,113.21,3.42,16497.67,44.87,22.44,22.44,100,107Y12M
A6419-16,A6419-16-106,A6419-0328-00,89.52,2.85,38041.55,45.51,25.08,20.43,81.48,107Y12M
A6419-16,A6419-16-115,A6419-0343-00,81.3,3.14,21266.05,67.67,30.83,36.84,119.51,107Y12M
A6419-16,A6419-16-115,A6419-0353-00,87.18,2.56,24728.22,44.55,21.78,22.77,104.55,107Y12M
A6419-18,A6419-18-118,A6419-0375-00,100,6,63.96,20,20,0,0,107Y12M
A6419-19,A6419-19-102,A6419-0319-00,92.76,3.09,51080.27,36.1,23.64,12.46,52.7,107Y12M
A6419-19,A6419-19-107,A6419-0331-00,98.7,3.06,17192.61,48.54,33.98,14.56,42.86,107Y12M
A6419-19,A6419-19-107,A6419-0336-00,87.69,2.84,16925.95,25.77,18.56,7.22,38.89,107Y12M
A6419-19,A6419-19-110,A6419-0323-00,112.2,3.48,14981.74,50,20.69,29.31,141.67,107Y12M
A6419-19,A6419-19-110,A6419-0337-00,81.48,2.82,23004.08,34.62,20.33,14.29,70.27,107Y12M
A6419-19,A6419-19-116,A6419-0345-00,94.19,2.49,14568.83,40.34,20.17,20.17,100,107Y12M
A6419-19,A6419-19-116,A6419-0351-00,94.67,2.58,19486.71,37.09,24.41,12.68,51.92,107Y12M
A6419-19,A6419-19-122,A6419-0352-00,104.26,2.69,39126.33,35.21,26.29,8.92,33.93,107Y12M
A6419-19,A6419-19-129,A6419-0362-00,134.15,3,19152.6,21.52,16.46,5.06,30.77,107Y12M
A6419-19,A6419-19-129,A6419-0365-00,117.91,2.7,18340.63,24.79,15.38,9.4,61.11,107Y12M
A6419-19,A6419-19-129,A6419-0398-00,87.83,2.88,18071.44,44.97,14.09,30.87,219.05,107Y12M
A6419-19,A6419-19-138,A6419-0400-00,97.67,2.98,30054.42,49.12,15.79,33.33,211.11,107Y12M
A6419-19,A6419-19-138,A6419-0401-00,107.07,2.93,12392.1,25.77,10.43,15.34,147.06,107Y12M
A6419-19,A6419-19-138,A6419-0416-00,83.33,3.3,6429.48,17.86,7.14,10.71,150,107Y12M
A6419-19,A6419-19-140,A6419-0380-00,103.45,2.95,5167.89,31.11,17.78,13.33,75,107Y12M
A6419-19,A6419-19-140,A6419-0406-00,108.57,2.81,7599.57,36.45,30.84,5.61,18.18,107Y12M
A6419-19,A6419-19-140,A6419-0422-00,107.14,3.11,27668.5,40.32,17.74,22.58,127.27,107Y12M
A6419-19,A6419-19-140,A6419-0430-00,132.5,2.91,25177.13,38.81,8.96,29.85,333.33,107Y12M
A6419-19,A6419-19-140,A6419-0431-00,95.35,2.9,10958.59,29.23,12.31,16.92,137.5,107Y12M
A6419-19,A6419-19-140,A6419-0438-00,91.53,2.76,30825.93,21.51,12.9,8.6,66.67,107Y12M
A6419-20,A6419-20-128,A6419-0381-00,300,1.33,90.53,0,0,0,0,107Y12M
A6419-21,A6419-21-105,A6419-0327-00,78.18,2.97,18886.49,22.5,12.5,10,80,107Y12M
A6419-21,A6419-21-105,A6419-0330-00,92.56,2.74,25206.52,48.41,28.66,19.75,68.89,107Y12M
A6419-21,A6419-21-112,A6419-0299-00,89.29,2.65,24453.43,23.26,6.98,16.28,233.33,107Y12M
A6419-21,A6419-21-112,A6419-0318-00,90.41,3.39,4860.27,36.27,20.59,15.69,76.19,107Y12M
A6419-21,A6419-21-112,A6419-0359-00,116.28,2.66,2694.08,45.31,21.88,23.44,107.14,107Y12M
A6419-21,A6419-21-112,A6419-0384-00,232.1,1.23,15473.4,21.72,3.62,18.1,500,107Y12M
A6419-21,A6419-21-113,A6419-0346-00,83.6,2.54,62999.5,28.93,17.42,11.52,66.13,107Y12M
A6419-21,A6419-21-119,A6419-0357-00,94.58,2.47,9482.26,55.29,24.52,30.77,125.49,107Y12M
A6419-21,A6419-21-127,A6419-0372-00,85.71,3.37,12871.94,62.5,37.5,25,66.67,107Y12M
A6419-21,A6419-21-127,A6419-0410-00,111.11,1.9,3114.81,11.76,5.88,5.88,100,107Y12M
A6419-21,A6419-21-127,A6419-0417-00,94.02,2.58,15540.67,63.31,23.02,40.29,175,107Y12M
A6419-21,A6419-21-152,A6419-0441-00,107.41,2.36,9745.63,40.88,11.95,28.93,242.11,107Y12M
A6419-21,A6419-21-152,A6419-0456-00,100,2.73,8059.55,43.86,7.02,36.84,525,107Y12M
A6419-21,A6419-21-156,A6419-0448-00,109.21,2.37,13355.96,50,9.43,40.57,430,107Y12M
A6419-21,A6419-21-156,A6419-0460-00,79.55,2.93,21511.89,50.48,20.95,29.52,140.91,107Y12M
A6419-21,A6419-21-166,A6419-0489-00,136.36,2.69,13999.32,52.94,17.65,35.29,200,107Y12M
A6419-21,A6419-21-166,A6419-0491-00,109.88,2.98,10599.91,50.44,22.12,28.32,128,107Y12M
A6419-22,A6419-22-120,A6419-0348-00,101.41,3.11,19851.62,40.2,21.57,18.63,86.36,107Y12M
A6419-22,A6419-22-120,A6419-0367-00,86.46,2.98,20252.13,50.42,15.13,35.29,233.33,107Y12M
A6419-22,A6419-22-121,A6419-0339-00,105.97,3.63,36234.96,25.45,11.82,13.64,115.38,107Y12M
A6419-22,A6419-22-121,A6419-0363-00,100.93,3.26,18261.14,39.61,17.53,22.08,125.93,107Y12M
A6419-22,A6419-22-124,A6419-0366-00,100.97,2.74,21119.41,39.13,22.07,17.06,77.27,107Y12M
A6419-22,A6419-22-130,A6419-0379-00,104,2.76,19438.41,30.77,15.38,15.38,100,107Y12M
A6419-22,A6419-22-130,A6419-0390-00,113.73,3.03,19970.22,47.3,20.27,27.03,133.33,107Y12M
A6419-22,A6419-22-136,A6419-0393-00,84.39,2.85,28795.68,41.78,25.78,16,62.07,107Y12M
A6419-22,A6419-22-136,A6419-0397-00,81.25,3,23178,33.85,18.46,15.38,83.33,107Y12M
A6419-22,A6419-22-143,A6419-0407-00,119.54,2.98,24577.22,32.64,17.36,15.28,88,107Y12M
A6419-22,A6419-22-143,A6419-0412-00,72.22,2.66,9270.39,45.31,20.31,25,123.08,107Y12M
A6419-22,A6419-22-148,A6419-0413-00,108.64,2.82,15807.65,35.2,13.6,21.6,158.82,107Y12M
A6419-22,A6419-22-148,A6419-0445-00,78.95,3.09,9047.5,38.78,26.53,12.24,46.15,107Y12M
A6419-22,A6419-22-148,A6419-0452-00,108.16,3.09,5980.67,45.71,20,25.71,128.57,107Y12M
A6419-22,A6419-22-149,A6419-0428-00,103.57,2.85,13355.12,35.07,18.01,17.06,94.74,107Y12M
A6419-22,A6419-22-149,A6419-0463-00,86.67,3.5,9015.92,16.67,4.17,12.5,300,107Y12M
A6419-22,A6419-22-149,A6419-0467-00,102.5,3,17610.13,65.31,28.57,36.73,128.57,107Y12M
A6419-23,A6419-23-123,A6419-0360-00,94.3,3.49,19403.71,31.2,14.96,16.24,108.57,107Y12M
A6419-23,A6419-23-125,A6419-0356-00,95.6,3.02,19257.1,44.72,17.89,26.83,150,107Y12M
A6419-23,A6419-23-125,A6419-0383-00,91.1,2.88,28121.33,37.44,13.79,23.65,171.43,107Y12M
A6419-23,A6419-23-133,A6419-0386-00,71.26,2.76,30672.45,33.04,16.07,16.96,105.56,107Y12M
A6419-23,A6419-23-133,A6419-0394-00,108.93,2.85,21935.02,51.95,29.87,22.08,73.91,107Y12M
A6419-23,A6419-23-135,A6419-0385-00,80.28,3.66,21510.83,36.17,19.15,17.02,88.89,107Y12M
A6419-23,A6419-23-135,A6419-0389-00,95.24,3,20747.41,26.8,8.25,18.56,225,107Y12M
A6419-23,A6419-23-135,A6419-0403-00,90.54,3.07,44371.11,31.78,17.76,14.02,78.95,107Y12M
A6419-23,A6419-23-141,A6419-0396-00,100,3.35,51490.31,32.56,15.12,17.44,115.38,107Y12M
A6419-23,A6419-23-141,A6419-0411-00,114.68,2.63,14467.29,50.97,23.23,27.74,119.44,107Y12M
A6419-23,A6419-23-142,A6419-0395-00,101.27,3.46,25432.04,26.19,14.29,11.9,83.33,107Y12M
A6419-23,A6419-23-142,A6419-0408-00,111.11,2.53,17741.96,28.81,13.56,15.25,112.5,107Y12M
A6419-23,A6419-23-142,A6419-0423-00,84.95,2.77,21124.2,29.32,15.79,13.53,85.71,107Y12M
A6419-23,A6419-23-154,A6419-0440-00,96.23,3.15,9780.27,38.67,16,22.67,141.67,107Y12M
A6419-23,A6419-23-154,A6419-0457-00,83.33,2.25,36589.31,25.32,16.46,8.86,53.85,107Y12M
A6419-23,A6419-23-160,A6419-0477-00,89.55,3.1,23787.98,47.67,26.74,20.93,78.26,107Y12M
A6419-23,A6419-23-163,A6419-0474-00,79.55,2.39,18556.49,46.3,9.26,37.04,400,107Y12M
A6419-23,A6419-23-163,A6419-0494-00,98.86,2.33,25659.91,36.72,13.28,23.44,176.47,107Y12M
A6419-23,A6419-23-163,A6419-0497-00,104.08,3.13,31392.94,78.57,33.93,44.64,131.58,107Y12M
A6419-24,A6419-24-126,A6419-0377-00,80.24,2.55,29001.93,27.54,16.53,11.02,66.67,107Y12M
A6419-24,A6419-24-131,A6419-0387-00,107.69,3.15,33510.15,21.94,9.68,12.26,126.67,107Y12M
A6419-24,A6419-24-132,A6419-0369-00,104.39,3.33,14680.89,27.32,13.66,13.66,100,107Y12M
A6419-24,A6419-24-132,A6419-0404-00,114.71,3.24,9907.6,25.86,9.48,16.38,172.73,107Y12M
A6419-24,A6419-24-134,A6419-0392-00,91.46,3.08,13710.07,29.22,13.99,15.23,108.82,107Y12M
A6419-24,A6419-24-144,A6419-0409-00,87.06,3.18,25551.23,51.43,24.76,26.67,107.69,107Y12M
A6419-24,A6419-24-144,A6419-0415-00,112.96,3.38,19897.2,53.33,12,41.33,344.44,107Y12M
A6419-24,A6419-24-144,A6419-0420-00,117.33,3.08,18935.43,45.54,25.89,19.64,75.86,107Y12M
A6419-24,A6419-24-151,A6419-0435-00,100,3.79,17110.13,34.18,13.92,20.25,145.45,107Y12M
A6419-24,A6419-24-151,A6419-0443-00,105.56,3.25,15013.53,27.59,7.59,20,263.64,107Y12M
A6419-24,A6419-24-153,A6419-0429-00,109.23,3.32,33951.27,25.93,14.81,11.11,75,107Y12M
A6419-24,A6419-24-153,A6419-0450-00,92.59,2.81,31206.9,26.83,12.8,14.02,109.52,107Y12M
A6419-24,A6419-24-155,A6419-0434-00,77.42,3.33,27003.47,30.95,11.9,19.05,160,107Y12M
A6419-24,A6419-24-155,A6419-0454-00,105.17,3.4,20472.86,35.23,11.36,23.86,210,107Y12M
A6419-24,A6419-24-155,A6419-0459-00,132.26,3.27,15445.79,41.18,29.41,11.76,40,107Y12M
A6419-24,A6419-24-155,A6419-0462-00,106.06,2.83,11010.27,9.68,1.61,8.06,500,107Y12M
A6419-24,A6419-24-164,A6419-0480-00,79.01,2.79,23312.82,34.26,12.96,21.3,164.29,107Y12M
A6419-24,A6419-24-164,A6419-0481-00,93.9,3.18,27073.08,41.96,23.21,18.75,80.77,107Y12M
A6419-24,A6419-24-164,A6419-0487-00,72.73,3.17,15635.17,68.89,37.78,31.11,82.35,107Y12M
A6419-25,A6419-25-087,A6419-0278-00,85.71,1.63,109.03,44.44,22.22,22.22,100,107Y12M
A6419-25,A6419-25-097,A6419-0291-00,85.71,2.17,110.87,18.18,9.09,9.09,100,107Y12M
A6419-25,A6419-25-097,A6419-0326-00,75,3.27,8019.23,44.12,22.06,22.06,100,107Y12M
A6419-25,A6419-25-097,A6419-0340-00,117.78,2.39,17222.16,53.13,23.44,29.69,126.67,107Y12M
A6419-25,A6419-25-097,A6419-0349-00,97.01,2.69,14377.52,48.31,22.47,25.84,115,107Y12M
A6419-25,A6419-25-114,A6419-0347-00,79.61,2.52,57920.89,25.85,16.67,9.18,55.1,107Y12M
A6419-25,A6419-25-137,A6419-0297-00,100,2,41.43,0,0,0,0,107Y12M
A6419-25,A6419-25-137,A6419-0338-00,90.91,2.63,83.6,40,6.67,33.33,500,107Y12M
A6419-25,A6419-25-137,A6419-0371-00,100,2,30.97,0,0,0,0,107Y12M
A6419-25,A6419-25-137,A6419-0433-00,83.33,2.75,96.06,37.5,37.5,0,0,107Y12M
